Upload Video,output,flag,username,timestamp
"{""video"":{""path"":""flagged\\Upload Video\\e0aad4346d6eb0ce1c58\\Untitled video - Made with Clipchamp.mp4"",""url"":""http://127.0.0.1:7860/file=C:\\Users\\songh\\AppData\\Local\\Temp\\gradio\\00cc535124d8b2cab971797bdbf8a05572a1ee73\\Untitled video - Made with Clipchamp.mp4"",""size"":6523212,""orig_name"":""Untitled video - Made with Clipchamp.mp4"",""mime_type"":"""",""is_stream"":false},""subtitles"":null}","Total frames processed: 0
Total detections: 71",,,2024-02-21 02:56:53.479832
